,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Trimethoprim-sulfamethoxazole_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Organism_Code
Ciprofloxacin_AB,0.010331172453776447,0.017313196940625362,0.01726114852395784,0.015107326459550902,0.02530353412038837,0.006808832735598449,0.02476095599145252,0.02128569817084513,0.018535678466511704,0.025814111714916772,0.025600665160047303,0.026060617469736657,0.018121954607308435,0.028207546978377428,0.30881963334281065,0.02477420661776409,0.01991739138085473,0.06466635195865139,0.01236454329666048,0.017305254114910015,0.09083978820768263,0.0677623991563779,0.0736820004515456,0.03935599167964924,0.0
Ertapenem_AB,0.01995581639688584,0.04622193142852747,0.007900084113642573,0.005441370010202144,0.007366686776751965,0.0075183861596630226,0.04334226802236119,0.0607286517115941,0.008561192687696879,0.0119917699445796,0.012991373528069197,0.008906654786256116,0.0004965371831762567,0.010897386586519245,0.01080824090439603,0.011037687945724302,0.007244860923437519,0.18062206985220547,0.006138515389245262,0.28174814769120693,0.02357014703178997,0.1699787102743915,0.03734389132055471,0.019187619331122806,0.0
Gentamicin_AB,0.01509318697978924,0.012983219001406946,0.09933478838734901,0.007669893785917019,0.027462465873468928,0.0029436107527379862,0.0020098566113411747,0.01021207564667323,0.5983119000831727,0.03164462967214007,0.014348389288675878,0.01275679049490597,0.0014590384676875763,0.01751831168030564,0.02337069975719154,0.013822947658822207,0.016012068231944416,0.0032117321472096656,0.00909847458387837,0.02116211234743265,0.009362555671516195,0.006447044082405101,0.024884193238306235,0.018880015555722326,0.0
Imipenem_AB,0.033070728461673485,0.12335324394710762,0.01564269449201639,0.016917151207400227,0.031043638071394274,0.01026760587650899,0.0004495264763801539,0.025247839182864176,0.011676110596117562,0.02721350814427865,0.010076346257358398,0.01713726474145194,0.00024546264051100914,0.011865444407017488,0.013371097438955397,0.02714900208147103,0.013875785723760095,0.0974191781647667,0.006553459199368453,0.35138947724638125,0.007668197843891292,0.08658699797672387,0.01619718315884204,0.045583056663759496,0.0
Levofloxacin_AB,0.08410277585475698,0.025916804082272184,0.01754415579491755,0.013948631737236162,0.02266988788828952,0.017017792530023564,0.002853635438427547,0.019800603811699867,0.012567398157150807,0.04476588076784138,0.013575755200492996,0.02982609765734071,0.0,0.011518585052486069,0.033698675441103554,0.024189971252943455,0.016384349749026646,0.019193643794129016,0.037875185871241744,0.027010854361292108,0.023110262796821934,0.01653856941470344,0.013036491105629922,0.47285399224017277,0.0
Meropenem_AB,0.05553275464037036,0.2458568735554964,0.005235649024357426,0.021587912182879983,0.008368391709866132,0.009602744338253397,0.021360461846068546,0.06093200510758407,0.006252291212617762,0.013469360499401147,0.007254723889158375,0.005106360758227183,0.0005648498940493967,0.009727464251137016,0.004204867555525956,0.019323704483130248,0.014734702369536055,0.22269117539956584,0.003970790955182335,0.02497978336000889,0.0034103278831172194,0.21149477953475998,0.012853840611970806,0.01148418493773536,0.0
Piperacillin-tazobactam_AB,0.035205148871320584,0.008138459641781977,0.038957648935157754,0.009079286056970982,0.4131989258186426,0.011821796457331673,0.011529448756716642,0.013241974539748173,0.027375467725122726,0.026227611103804144,0.02482710097476499,0.026653617157848537,0.003245904651321005,0.023138975439987802,0.07333451345489093,0.0663312159199245,0.0368640798451252,0.013523754445806658,0.021475500952490543,0.04050186018964888,0.026590517046346893,0.010913122866409606,0.010817946770108455,0.027006122378728716,0.0
Tigecycline_AB,0.02321146024804798,0.028170513367195844,0.018397707243349368,0.27065164475553305,0.008496185037059362,0.003864256767224714,0.2826962692605451,0.004469844764617637,0.0375631488536774,0.006567829887006719,0.003163356281040889,0.012865437005926291,0.030288824922450823,0.008156539617908892,0.014046079971517115,0.00833209745368018,0.0060998970885600586,0.002303469693749714,0.0029392998719456444,0.03462915632396074,0.04478680629658371,0.003384020887533903,0.06510119556927486,0.07981495883160997,0.0
Tobramycin_AB,0.013735102729208002,0.013511501535666742,0.5415343219622712,0.008209874548062282,0.035813942599436224,0.0038851853866326627,0.003248451309836977,0.00586315939759484,0.1302313185301559,0.027963485079200975,0.008096237404504398,0.022638737281083572,0.0022792784363263917,0.02045342492712695,0.011440082879630824,0.022550384179975052,0.04065392525004035,0.0029351021163596587,0.011617290545349707,0.024226430413474317,0.01138829215900481,0.0049077097837150864,0.01464570490399135,0.018171056641351584,0.0
Trimethoprim-sulfamethoxazole_AB,0.015329065206525092,0.1795355868518939,0.08709204756816291,0.030031861549825154,0.05161654459696967,0.06070451121360493,0.00010568246024716729,0.01447353282215591,0.012716083759227812,0.032733580454509345,0.01337198721312529,0.025458443599039655,0.0,0.29940189402989187,0.023598005407352917,0.010545447884725629,0.018374361610394907,0.004188872356166597,0.022685068912231102,0.03426127534547298,0.03374978858295523,0.0032581326236332596,0.011606571034310632,0.015161654917577998,0.0
Trimethoprim_AB,0.02431615273338019,0.041386954410462494,0.03378727218890775,0.036222716146357144,0.034510194618911715,0.02823258416468765,0.15843913795453396,0.08609050190079282,0.03625319327524593,0.026547377837371582,0.02316178414991403,0.022614092903253634,0.21711680731024413,0.0,0.05459231656728317,0.026128065851360523,0.09914074298164152,0.0,0.03004049306361279,0.02141961194203902,0.0,0.0,0.0,0.0,0.0
