,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Meropenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Ampicillin_AB,Amoxicillin-clavulanic acid_AB,Ertapenem_AB,Cefotaxime_AB,Tigecycline_AB,Trimethoprim_AB,Colistin_AB,Cefpodoxime_AB,Ceftolozane-tazobactam_AB,Ceftazidime-avibactam_AB,Piperacillin_AB,Doripenem_AB,Organism_Code
Ceftazidime_AB,0.011428178296447216,0.12139136262701117,0.02145009483354213,0.018606335913930648,0.47952435919679515,0.033549362899425464,0.011619924386618012,0.0169098035510711,0.06515079559469132,0.01767968946551681,0.014875624596957671,0.014105561412627879,0.011735033273803135,0.012213461882688837,0.015406729317928683,0.010467958481355155,0.01024549418099242,0.014107555747204653,0.00785958960831566,0.030725795188859026,0.014316956571033247,0.0008634719460335299,0.004069621757678427,0.009347723809727645,0.01680974913916053,0.007119927148284785,0.0027005935775130125,0.0057192455947865425,0.0
Ceftolozane-tazobactam_AB,0.014377983968215286,0.03996620084093207,0.007799704968088491,0.034244651362464545,0.028259247122006694,0.020077588559270037,0.011627970675612633,0.011746437549077813,0.021293822750379596,0.027133861443194643,0.009556284947887229,0.11516536836579208,0.04396435659803672,0.016752362908785255,0.01394438599954136,0.012639348338461392,0.07320699720354329,7.164865638109501e-05,0.35159283108256556,0.006899407126158108,0.01917081746160892,0.0,2.7989621560191292e-05,0.005097932854959262,0.03390386292288329,0.0814789366725944,0.0,0.0,0.0
Ceftriaxone_AB,0.005725637906777263,0.009389412328972438,0.02181740562759596,0.0290447810012883,0.20283441668223223,0.05446364681010807,0.36824349856811234,0.008255626472890609,0.0257178948151941,0.005702847619063555,0.006468055514056072,0.012141514341855056,0.008310993230670858,0.012670410000767723,0.008547745129293498,0.007345156239584941,0.0033142813704211665,0.003236746350590055,0.035138151800433656,0.04353626246538116,0.009539224194635681,0.00036170908480961657,0.003891497188756804,0.0060443423398914235,0.07078643912725828,0.02971118184421947,0.0020528783568990626,0.005708243588240791,0.0
Cefuroxime_AB,0.013838026196087969,0.2760891299224627,0.048032507956085796,0.1405042473501127,0.04789799340994529,0.03442682852750352,0.047001720351979234,0.008931005654904428,0.018297253659807694,0.015459066184007487,0.012477647413576657,0.010644022803469416,0.012950160155275243,0.01106630300696292,0.014659749018589668,0.01032657008506957,0.013337324179292152,0.02226217250663954,0.0032579944957017333,0.016658380141986624,0.015849887961682095,0.0016503579069400563,0.027753918460061727,0.08453704274395399,0.017852474769884462,0.008973210757181991,0.029208254090144742,0.036056750290690574,0.0
Ciprofloxacin_AB,0.017455863394978077,0.017176552435912443,0.36540234471861704,0.04950381579721608,0.04576674940491913,0.018279322374363905,0.016214410035530882,0.07682838288663861,0.016732678536247998,0.03945935045179787,0.04784726322803437,0.02193297264275014,0.013706656019170085,0.014385223123308992,0.013543657827838031,0.01197157205145981,0.009153361071403927,0.017698297509226475,0.026864813594795093,0.015681749319885554,0.011761523550606817,0.009037363507773115,0.014975686576342285,0.0039524266116446,0.0352450895092648,0.061885515346391265,0.004101877991486819,0.003435480482395784,0.0
Colistin_AB,0.03268920985758421,0.07845276008313658,0.022696822349522056,0.006494887151646954,0.044865343691929876,0.030430854005541054,0.1015016481416833,0.0518954458914558,0.08263218364551185,0.024308303344925185,0.07179454492453433,0.025294494840421386,0.029300337483224533,0.051866040433207354,0.02934168274588149,0.0387666252296508,0.003914159255823536,0.005601139946131147,0.013556647178433781,0.01188323063484377,0.0330785621338278,0.0,0.09198371596908854,0.012927204195443706,0.002208077257170019,0.01658552391713245,0.019650700345602058,0.06627985534664638,0.0
Doripenem_AB,0.011873021867211756,0.05865837028740471,0.023479964839411633,0.20640366480715566,0.01905625448452424,0.0481118642165353,0.03285948296692312,0.017884510883560842,0.013477026468368519,0.01819725751636059,0.032960575406734374,0.02743207870371202,0.014700463004000939,0.012476694602559443,0.012746945642328936,0.02480677955009509,0.10564064480858801,0.10424287468687636,0.0034238483861016426,0.007428995065610682,0.016398666673751044,0.0,0.012261764296067342,0.008210007850938754,0.0,0.0,0.04504936081360733,0.12221888217157162,0.0
Ertapenem_AB,0.0053698268493765425,0.0050877279655800745,0.01464817063636172,0.011109358560962915,0.005406923998139311,0.0065748290515660855,0.007345400200442655,0.014931768181524894,0.009240392624299695,0.006896112934420936,0.010509269376103941,0.06906539106149409,0.0507274451779593,0.008838954543212627,0.004870172409555753,0.0045967114532417305,0.03785419953451006,0.008448678267622745,0.3485911851181157,0.019824057318491954,0.008545093804501833,0.002685249475373302,0.0026204838680566472,0.050796053496306066,0.08167567418494345,0.20066959702666703,7.959764496177144e-18,0.00307127288116879,0.0
Gentamicin_AB,0.06961353679681076,0.01811718808768989,0.03616654000177687,0.017108816394039397,0.018057755927152093,0.007961518645739348,0.010956410802109916,0.01917441038508193,0.016035878469290422,0.040798457738961943,0.5449521267003143,0.021415706988444888,0.02491454833945237,0.03996986436943294,0.014975870932668289,0.017287640470218642,0.007631638689894304,0.0063109915355257186,0.017064352440679675,0.00951464201409458,0.011468841704300235,0.003053043076451523,0.009299829391495726,0.0014189831030883622,0.0042657827724012064,0.010272522845562976,0.0006654863261272156,0.00152761505119444,0.0
Imipenem_AB,0.014786704579071119,0.02250238428043575,0.011702985955649295,0.012081138502726445,0.011157902873708655,0.01648113277701796,0.006932270058821842,0.030353595534123874,0.010416036256781905,0.03051737997995513,0.01644657413182557,0.40815780502353716,0.027461174168650015,0.040420637491459285,0.013237234932210882,0.010754331061124701,0.00860757024151832,0.0024280400247058288,0.10535460701863342,0.006779069040666022,0.006920441005150843,8.640238236512286e-05,0.0016487476960240985,0.005415325153498549,0.048717848383125165,0.11784914513241548,0.007399771486684772,0.005383744828113001,0.0
Levofloxacin_AB,0.015818604596886002,0.04920244318161335,0.03619787958147113,0.016131054339713152,0.019622495838987404,0.018427151982153913,0.014978604508260267,0.4986240162735919,0.015070441913666785,0.03865601766958589,0.014902891383145503,0.02277753504774353,0.0400432808190601,0.02571664085307139,0.022855356392708016,0.013205120870474842,0.04405569092842062,0.0021977817681265166,0.01999518569371851,0.008443281652155358,0.009576859338119548,0.0,0.003701431183119065,0.013726203011078278,0.010190999985360584,0.010626765700178266,0.007780942138317844,0.007475323349272138,0.0
Meropenem_AB,0.04816904283270097,0.008952203999603043,0.007798627902827322,0.011859598388616558,0.009673037896721963,0.01715228656211514,0.034337770076692205,0.012946147058782775,0.007001151164933104,0.04296490811731943,0.006630665981048332,0.009363824479759536,0.1265791989307987,0.010061915687481505,0.005614590989676775,0.0034187162081415947,0.009421603791620646,0.015015968961042694,0.16617625459851626,0.015053191221365936,0.016271908407726972,0.0008903085662496289,0.012420912440044032,0.009710992336301266,0.09244700512863471,0.28289013696117693,0.0012320196217547328,0.015946011688347278,0.0
Piperacillin-tazobactam_AB,0.056363501216828385,0.04134469108622464,0.06757404898025077,0.01022617913220714,0.03358473155605196,0.01511738227068621,0.015524033805853973,0.031232351750060273,0.02089153678432452,0.3595979339357707,0.0811034752613909,0.037139213684358595,0.025165783223863314,0.023650301754223377,0.02622895366023925,0.013526622702566594,0.019237120175513565,0.015209118362324017,0.009170393606497037,0.014348843028186974,0.015156912886345037,0.0005189978350485414,0.004961552876629426,0.013974188620084801,0.010550387969242257,0.008417760710364593,0.022682972409975376,0.007501010714887811,0.0
Piperacillin_AB,0.013916730160698026,0.20239948773913052,0.026588067295258356,0.0,0.04358617646760648,0.03449028193077562,0.048139888294730857,0.01868149370424406,0.025690167015786247,0.03091625320952526,0.05241450190823593,0.019551423368418006,0.05341646773387079,0.09082767468942175,0.10347028626854238,0.0307008507605488,0.0,0.0,7.166600990585888e-18,0.02019167448382632,0.059847112931067994,0.0,0.03427466239750672,0.012335728302746266,0.0,0.0,0.04834808981525444,0.030212981522805014,0.0
Tigecycline_AB,0.01820832308587017,0.05227645740983282,0.022080069520577325,0.024726638035799078,0.026974103262756736,0.09718955392823092,0.008873018293359174,0.02763712590670528,0.017858794291728528,0.031031612531025703,0.027972789247973306,0.02952777186891448,0.024303353825389645,0.03959530454833943,0.01948440834360869,0.01587758894101072,0.018856113908528663,0.028786960673306182,0.013813270289534432,0.01816110777646171,0.2594685590220742,0.0053955020573894456,0.03912689308003828,0.0545144475294087,0.010487753414287452,0.009604750935541908,0.028889823675435897,0.02927790459687106,0.0
Tobramycin_AB,0.5798541052517433,0.020215525258903223,0.015910803854603056,0.010013686568400803,0.012880046041699504,0.009432492710947371,0.007046924037830972,0.014163532571899362,0.0205753719222525,0.03642973071861651,0.10865069629460711,0.016670874329030354,0.011405621529432294,0.049245586799731234,0.027926064805292673,0.012614384758125298,0.004895789647810046,0.00241436610668787,0.005257494556030287,0.0033381161439037716,0.005944337456237427,0.002537171465564798,0.007061866311493822,0.00225826668555048,0.006062469791939149,0.002950289572103495,0.0021548859483613274,0.002089498861201853,0.0
Trimethoprim-sulfamethoxazole_AB,0.03462126112506101,0.026514548263307437,0.02088939012078693,0.04535161247505326,0.012865304455008858,0.02468357237872937,0.008806301410950922,0.015104358568458768,0.07048037582407014,0.01922062214250472,0.016545743600080834,0.028927566126925215,0.013517977057782328,0.03315694093031187,0.0340644595290703,0.3583223177910964,0.016454064611326306,0.00122322318533611,0.09480506498159262,0.020528151264910775,0.0450438058199579,0.0,0.008261767804253849,0.03455260462798757,0.0029166446624947053,0.003911160061675067,0.0011411547523375756,0.008090006428929096,0.0
Trimethoprim_AB,0.03285945228318228,0.020429155943179483,0.05709142517176856,0.0,0.055773722758212026,0.0,0.018293852211176867,0.0024769332018972703,0.18249476383332214,0.044895707680748964,0.018634149458015312,0.011004350701471597,0.03842284381321775,0.07056035574605676,0.024076025990748838,0.003070937459697575,0.09921335527148512,0.18310484658333015,0.023026713676574443,0.03215296610416891,0.024832324056634894,0.05473824699648433,0.0,0.0,0.0,0.0,0.002847871058626737,0.0,0.0
