Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
470,470.1557,Acinetobacter baumannii strain MRSN15084,aztreonam,Resistant,>=64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7638,Acinetobacter baumannii strain MRSN7155,imipenem,Susceptible,2,=,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7751,Acinetobacter baumannii strain MRSN7314,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7418,Acinetobacter baumannii strain MRSN11653,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8072,Acinetobacter baumannii strain MRSN83,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7784,Acinetobacter baumannii strain MRSN7361,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7499,Acinetobacter baumannii strain MRSN11797,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7817,Acinetobacter baumannii strain MRSN7402,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7855,Acinetobacter baumannii strain MRSN7459,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7831,Acinetobacter baumannii strain MRSN7416,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.753,Acinetobacter baumannii strain MRSN15042,carbapenem,Susceptible,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.7644,Acinetobacter baumannii strain MRSN7161,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7845,Acinetobacter baumannii strain MRSN7441,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7805,Acinetobacter baumannii strain MRSN7386,ampicillin/sulbactam,Intermediate,16/8,=,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7837,Acinetobacter baumannii strain MRSN7423,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7771,Acinetobacter baumannii strain MRSN7347,meropenem,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7505,Acinetobacter baumannii strain MRSN11811,trimethoprim/sulfamethoxazole,Resistant,2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7806,Acinetobacter baumannii strain MRSN7387,tetracycline,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7771,Acinetobacter baumannii strain MRSN7347,levofloxacin,Susceptible,0.12,<=,0.12,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7852,Acinetobacter baumannii strain MRSN7457,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7806,Acinetobacter baumannii strain MRSN7387,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7854,Acinetobacter baumannii strain MRSN7460,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1551,Acinetobacter baumannii strain MRSN16896,ceftriaxone,Susceptible,<=8,<=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,25824815
470,470.7666,Acinetobacter baumannii strain MRSN7204,tetracycline,Intermediate,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7423,Acinetobacter baumannii strain MRSN11674,tigecycline,Susceptible,2,=,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7529,Acinetobacter baumannii strain MRSN15039,doripenem,Susceptible,1,=,1,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7462,Acinetobacter baumannii strain MRSN11745,ceftazidime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7829,Acinetobacter baumannii strain MRSN7414,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7689,Acinetobacter baumannii strain MRSN7235,ampicillin/sulbactam,Resistant,32/16,>=,32/16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7534,Acinetobacter baumannii strain MRSN15046,trimethoprim/sulfamethoxazole,Susceptible,1/19,<=,1/19,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7918,Acinetobacter baumannii strain MRSN7557,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.768,Acinetobacter baumannii strain MRSN7222,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7839,Acinetobacter baumannii strain MRSN7434,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7813,Acinetobacter baumannii strain MRSN7394,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7425,Acinetobacter baumannii strain MRSN11679,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7533,Acinetobacter baumannii strain MRSN15045,imipenem,Susceptible,0.25,<=,0.25,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1559,Acinetobacter baumannii strain MRSN7081,trimethoprim/sulfamethoxazole,Resistant,>2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,25824815
470,470.7415,Acinetobacter baumannii strain MRSN10371,tigecycline,Susceptible,2,=,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7751,Acinetobacter baumannii strain MRSN7314,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7681,Acinetobacter baumannii strain MRSN7223,ampicillin/sulbactam,Intermediate,16/8,=,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7467,Acinetobacter baumannii strain MRSN11750,trimethoprim/sulfamethoxazole,Resistant,2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7473,Acinetobacter baumannii strain MRSN11760,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7866,Acinetobacter baumannii strain MRSN7474,ceftriaxone,Susceptible,8,<=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7693,Acinetobacter baumannii strain MRSN7238,tobramycin,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7484,Acinetobacter baumannii strain MRSN11772,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7979,Acinetobacter baumannii strain MRSN7660,ceftriaxone,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7847,Acinetobacter baumannii strain MRSN7447,meropenem,Intermediate,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7491,Acinetobacter baumannii strain MRSN11783,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7991,Acinetobacter baumannii strain MRSN7677,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7837,Acinetobacter baumannii strain MRSN7423,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.743,Acinetobacter baumannii strain MRSN11688,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7417,Acinetobacter baumannii strain MRSN11650,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7417,Acinetobacter baumannii strain MRSN11650,cefotaxime,Intermediate,16,=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7467,Acinetobacter baumannii strain MRSN11750,gentamicin,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1556,Acinetobacter baumannii strain MRSN20315,gentamicin,Resistant,>=16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7805,Acinetobacter baumannii strain MRSN7386,cefoxitin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7757,Acinetobacter baumannii strain MRSN7324,tetracycline,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7533,Acinetobacter baumannii strain MRSN15045,ciprofloxacin,Susceptible,1,<=,1,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7529,Acinetobacter baumannii strain MRSN15039,ampicillin/sulbactam,Resistant,32/16,>=,32/16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7954,Acinetobacter baumannii strain MRSN7617,cefoxitin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1549,Acinetobacter baumannii strain MRSN17593,ciprofloxacin,Resistant,>=4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7459,Acinetobacter baumannii strain MRSN11739,aztreonam,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7852,Acinetobacter baumannii strain MRSN7457,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7809,Acinetobacter baumannii strain MRSN7390,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7867,Acinetobacter baumannii strain MRSN7475,ceftazidime,Susceptible,4,=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7556,Acinetobacter baumannii strain MRSN15086,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7555,Acinetobacter baumannii strain MRSN15085,moxifloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1556,Acinetobacter baumannii strain MRSN20315,trimethoprim/sulfamethoxazole,Resistant,>2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,25824815
470,470.7549,Acinetobacter baumannii strain MRSN15079,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7816,Acinetobacter baumannii strain MRSN7401,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7806,Acinetobacter baumannii strain MRSN7387,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7533,Acinetobacter baumannii strain MRSN15045,amikacin,Susceptible,16,<=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7833,Acinetobacter baumannii strain MRSN7418,levofloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7747,Acinetobacter baumannii strain MRSN7309,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7849,Acinetobacter baumannii strain MRSN7454,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7965,Acinetobacter baumannii strain MRSN7640,ceftazidime,Susceptible,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7422,Acinetobacter baumannii strain MRSN11671,levofloxacin,Susceptible,0.12,<=,0.12,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7962,Acinetobacter baumannii strain MRSN7636,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7638,Acinetobacter baumannii strain MRSN7155,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.766,Acinetobacter baumannii strain MRSN7184,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8074,Acinetobacter baumannii strain MRSN85,meropenem,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7824,Acinetobacter baumannii strain MRSN7409,tetracycline,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7443,Acinetobacter baumannii strain MRSN11713,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7828,Acinetobacter baumannii strain MRSN7413,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7832,Acinetobacter baumannii strain MRSN7417,levofloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7439,Acinetobacter baumannii strain MRSN11708,cefotetan,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7979,Acinetobacter baumannii strain MRSN7660,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7843,Acinetobacter baumannii strain MRSN7438,amikacin,Susceptible,8,<=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.1565,Acinetobacter baumannii strain MRSN6273,amikacin,Intermediate,==32,=,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,23812239
470,470.7574,Acinetobacter baumannii strain MRSN2427,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7799,Acinetobacter baumannii strain MRSN7379,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7794,Acinetobacter baumannii strain MRSN7373,gentamicin,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7439,Acinetobacter baumannii strain MRSN11708,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7464,Acinetobacter baumannii strain MRSN11747,doripenem,Susceptible,1,=,1,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7855,Acinetobacter baumannii strain MRSN7459,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.1552,Acinetobacter baumannii strain MRSN16898,nitrofurantoin,Resistant,>=512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7933,Acinetobacter baumannii strain MRSN7578,ceftriaxone,Intermediate,32,=,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7792,Acinetobacter baumannii strain MRSN7370,ampicillin/sulbactam,Intermediate,16/8,=,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8007,Acinetobacter baumannii strain MRSN7706,imipenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7493,Acinetobacter baumannii strain MRSN11788,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7936,Acinetobacter baumannii strain MRSN7582,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7965,Acinetobacter baumannii strain MRSN7640,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.766,Acinetobacter baumannii strain MRSN7184,ciprofloxacin,Susceptible,0.25,<=,0.25,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7504,Acinetobacter baumannii strain MRSN11807,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7551,Acinetobacter baumannii strain MRSN15081,imipenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7861,Acinetobacter baumannii strain MRSN7468,tobramycin,Susceptible,2,=,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7982,Acinetobacter baumannii strain MRSN7668,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7415,Acinetobacter baumannii strain MRSN10371,ampicillin/sulbactam,Resistant,16/8,>,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7866,Acinetobacter baumannii strain MRSN7474,imipenem,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.742,Acinetobacter baumannii strain MRSN11660,ampicillin/sulbactam,Resistant,32/16,>=,32/16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7824,Acinetobacter baumannii strain MRSN7409,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7884,Acinetobacter baumannii strain MRSN7498,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7688,Acinetobacter baumannii strain MRSN7232,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7617,Acinetobacter baumannii strain MRSN7128,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8047,Acinetobacter baumannii strain MRSN7790,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8072,Acinetobacter baumannii strain MRSN83,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.751,Acinetobacter baumannii ABUH45562,ciprofloxacin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26939581
470,470.7762,Acinetobacter baumannii strain MRSN7330,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7466,Acinetobacter baumannii strain MRSN11749,trimethoprim/sulfamethoxazole,Resistant,2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7644,Acinetobacter baumannii strain MRSN7161,gentamicin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7504,Acinetobacter baumannii strain MRSN11807,moxifloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7443,Acinetobacter baumannii strain MRSN11713,trimethoprim/sulfamethoxazole,Resistant,2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7782,Acinetobacter baumannii strain MRSN7359,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7856,Acinetobacter baumannii strain MRSN7461,tobramycin,Susceptible,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7504,Acinetobacter baumannii strain MRSN11807,tobramycin,Susceptible,2,=,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7595,Acinetobacter baumannii strain MRSN7086,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7514,Acinetobacter baumannii strain MRSN11823,trimethoprim/sulfamethoxazole,Susceptible,1/19,<=,1/19,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7726,Acinetobacter baumannii strain MRSN7281,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7869,Acinetobacter baumannii strain MRSN7478,ceftriaxone,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7847,Acinetobacter baumannii strain MRSN7447,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7709,Acinetobacter baumannii strain MRSN7257,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7805,Acinetobacter baumannii strain MRSN7386,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7936,Acinetobacter baumannii strain MRSN7582,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7556,Acinetobacter baumannii strain MRSN15086,ceftriaxone,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7883,Acinetobacter baumannii strain MRSN7497,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7691,Acinetobacter baumannii strain MRSN7236,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7533,Acinetobacter baumannii strain MRSN15045,gentamicin,Susceptible,1,<=,1,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7555,Acinetobacter baumannii strain MRSN15085,meropenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7464,Acinetobacter baumannii strain MRSN11747,carbapenem,Susceptible,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.742,Acinetobacter baumannii strain MRSN11660,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7954,Acinetobacter baumannii strain MRSN7617,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7516,Acinetobacter baumannii strain MRSN11826,amikacin,Susceptible,16,<=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7415,Acinetobacter baumannii strain MRSN10371,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8071,Acinetobacter baumannii strain MRSN7834,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7875,Acinetobacter baumannii strain MRSN7485,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7782,Acinetobacter baumannii strain MRSN7359,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7813,Acinetobacter baumannii strain MRSN7394,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7875,Acinetobacter baumannii strain MRSN7485,ceftazidime,Susceptible,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7422,Acinetobacter baumannii strain MRSN11671,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7504,Acinetobacter baumannii strain MRSN11807,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7422,Acinetobacter baumannii strain MRSN11671,levofloxacin,Susceptible,1,<=,1,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
