,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Meropenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Ampicillin_AB,Amoxicillin-clavulanic acid_AB,Ertapenem_AB,Cefotaxime_AB,Tigecycline_AB,Trimethoprim_AB,Ceftolozane-tazobactam_AB,Ceftazidime-avibactam_AB,Organism_Code
Ceftolozane-tazobactam_AB,0.01015008555307995,0.009067211809130702,0.04351663595776181,0.012564317923138751,0.006635099010556079,0.008306380930757994,0.019201358613046265,0.04326654147821907,0.010740218313060556,0.02547780539616172,0.040255965559364726,0.07993410823032736,0.03449689108935311,0.06703008379322165,0.043486182948873436,0.0060558977119847535,0.007853484080171579,0.0,0.04346984358080169,0.009843072785015918,0.023891425611868976,0.0,0.3448263843148025,0.10993100530930144,0.0
Ceftriaxone_AB,0.010618087780767158,0.15903959160119358,0.011863294462509347,0.11441109051394735,0.03398645075919511,0.203256246769449,0.14845146339207943,0.021873119003489854,0.011186334131808582,0.012305688355958513,0.0048041615397692965,0.032791382315606146,0.004394509190407548,0.008245115436611097,0.011036031022409272,0.008107897767573771,0.006673661530179883,0.0052486150296742464,0.08547859821607565,0.021892871533862594,0.01000611758096432,0.0014668088344568764,0.019336840478794682,0.05352602275321679,0.0
Cefuroxime_AB,0.008772834328891886,0.4837175857709092,0.022589818545683066,0.1495424709653756,0.13765710752552673,0.034981117415791144,0.01366604823168845,0.006475765239559717,0.06389445530668621,0.00514499772312761,0.0047175891294072275,0.004223609472784141,0.0028322924936339,0.00384716871586724,0.009770662929212326,0.004007074120867919,0.00414313938024721,0.0035594097310921702,0.0034603455715284635,0.0165705650123373,0.002260943396520756,0.0010231982477510245,0.007985462960150751,0.005156337785360055,0.0
Ciprofloxacin_AB,0.026424683579537686,0.012393554578594,0.24890719636566558,0.11585792351146032,0.01464037532612034,0.12273563843723925,0.04084817622038138,0.031451316789374816,0.008507301905201376,0.08677484822339045,0.010376897385262103,0.013157374629720608,0.01130143420230061,0.0073902598146258405,0.011644738745116052,0.015743244786575815,0.03275824106963895,0.02513673787465661,0.014513663295091713,0.005096924909567528,0.006649983746070605,0.005113363008155826,0.06584888000622717,0.06672724159002531,0.0
Ertapenem_AB,0.006671072730525706,0.007191374876215906,0.02393117458825279,0.02406281782445368,0.022118079259525927,0.03246197303601442,0.015874324729358295,0.013282834379675156,0.00834612392164857,0.011310803122061085,0.010098720917780725,0.2734189840150269,0.02949622258430941,0.016534958994724604,0.004932393329515,0.005553868181565932,0.05418907945375943,0.02114207990371167,0.028634469118456428,0.00852186498053038,0.011002502799861397,0.0009844912682203935,0.19168997664804477,0.17854980933676134,0.0
Gentamicin_AB,0.07205632739841795,0.010672728866161914,0.016015030323379382,0.05080130497043054,0.02866401046022374,0.012723744965271955,0.00920972234376492,0.01608499535275535,0.020407050898615272,0.043445507859887475,0.5424604720633597,0.030642222110854586,0.0213818609045898,0.03121153012469803,0.017803323470104947,0.010552835989306114,0.014718590092965354,0.0018579270778051296,0.014258786416389179,0.00621137189505749,0.008934678702630084,0.004400965907708764,0.005118965909484378,0.010366045896138154,0.0
Imipenem_AB,0.01127295811119772,0.010857483032318649,0.011309691505078762,0.015865859862182363,0.011290933883758288,0.0140917835789434,0.008843653594639605,0.028990506889466163,0.015158486192807456,0.04725509715279107,0.017100020257930275,0.39796802900823364,0.01974175068488944,0.04596280824884215,0.019615116000939258,0.009872156343672368,0.019280275151039257,0.00017567299313655518,0.109586378731173,0.010046623177629041,0.01860887758903594,3.3781023347380656e-05,0.07680792922385118,0.08026412776309719,0.0
Levofloxacin_AB,0.011322525646141765,0.03076435689603817,0.020078830071578763,0.02343260667480883,0.019824207689443523,0.023813081465096194,0.01797043733605131,0.47546411158142354,0.013897259840083801,0.06791960870074992,0.015984067290286775,0.024487619529927663,0.07851147240939295,0.036370725844818375,0.03053334707485843,0.01177345311044518,0.021833465403431913,0.002568459152950034,0.010804006832042105,0.011073211697761905,0.01326595373032877,0.0,0.024986778385578366,0.013320413636761874,0.0
Meropenem_AB,0.007929807157732,0.0017822014928120583,0.00939388710362317,0.011725159143074496,0.01439070939961826,0.005738140149908107,0.00952225058413455,0.01054281453573943,0.009165528705874459,0.016370738112518476,0.005297628940700493,0.03751654445900578,0.02357648798109778,0.02213122199967757,0.00556567975191751,0.004766306737170397,0.039176314070125645,0.033320977695785625,0.3661399472905992,0.018448840619796965,0.042356968649701246,0.000563773900879197,0.15621657979426115,0.14836149172424656,0.0
Piperacillin-tazobactam_AB,0.04427216570083374,0.01767367718893644,0.13519298006744607,0.009399501548760129,0.028762963920760054,0.03904810202760298,0.012621838765334098,0.04552952104231403,0.03244136750523027,0.3825741977489524,0.04851285994931105,0.044046545617274155,0.02124873607126548,0.021797719455573586,0.0371352700315712,0.016708883288927223,0.010347691400829046,0.011551027929772514,0.011501010560543545,0.009140424253312528,0.005205057617705072,0.0010353704879111601,0.008037660245285069,0.006215427574548161,0.0
Tigecycline_AB,0.018449959144491285,0.015291164788401037,0.02674795959971025,0.08832527893460396,0.022214962841835995,0.02947184855435582,0.004003522046153388,0.09099431154851761,0.014931542946836466,0.02485187478258545,0.025638623867806853,0.03667918989748749,0.0940041921945126,0.01247618440715565,0.007926575591329175,0.0031655649447815933,0.006059458715984083,0.29669012532674943,0.024539686696040838,0.0020301191826566324,0.1332221739109748,0.015874309974785752,0.003231760925589144,0.003179609176654662,0.0
Tobramycin_AB,0.5416330063144617,0.010701189437040754,0.014058562737398087,0.011429295511892482,0.014156457226289571,0.00769711027983014,0.0049644370705706105,0.011454314409733568,0.11432795934466941,0.034197518846445174,0.08214346848595011,0.027825407294530716,0.011230236517673511,0.023121761927442197,0.026793451354475882,0.012530685988333498,0.005436701104139541,0.007473426465054817,0.012675979542588239,0.012658647767701264,0.006412601959019597,0.0007383291632469298,0.0028864270671891505,0.0034530241843231954,0.0
Trimethoprim-sulfamethoxazole_AB,0.05101777028924691,0.010598737029932248,0.02098687104156932,0.007422551403432321,0.007731051903620384,0.020581768063521366,0.009052726555213515,0.006329896587062492,0.01880612821963586,0.0202794735763253,0.006449491806700965,0.021025212956744872,0.008761340956257746,0.019060009590573808,0.02416803265532239,0.5299113255477554,0.0019550233513225394,0.0002464818388131246,0.13571987045826028,0.04916743580471919,0.02277612168263112,0.0,0.004175711398152103,0.003776967283186641,0.0
Trimethoprim_AB,0.01769715074249234,0.02382519796443141,0.028294188874103093,0.0,0.06951413864948489,0.0,0.0035571166754629867,0.0,0.35450985234376353,0.022729241519839165,0.03180989456169298,0.006218405864627973,0.021370100453249267,0.049311832554640285,0.020809881911716448,0.0,0.03298925105404814,0.09643281511978702,0.01365002723405023,0.11983881321339274,0.018042041960357733,0.06940004930285984,0.0,0.0,0.0
