,Tobramycin_AB,Cefuroxime_AB,Cefotaxime_AB,Cefpodoxime_AB,Cefepime_AB,Gentamicin_AB,Piperacillin-tazobactam_AB,Doripenem_AB,Tigecycline_AB,Trimethoprim_AB,Piperacillin_AB,Aztreonam_AB,Ceftazidime_AB,Ciprofloxacin_AB,Ceftazidime-avibactam_AB,Imipenem_AB,Meropenem_AB,Ceftolozane-tazobactam_AB,Trimethoprim-sulfamethoxazole_AB,Amoxicillin-clavulanic acid_AB,Colistin_AB,Ertapenem_AB,Ceftriaxone_AB,Levofloxacin_AB,Ampicillin_AB,Amikacin_AB,Ampicillin-sulbactam_AB,Cefazolin_AB,Organism_Code
Ceftazidime_AB,0.012642018767947051,0.14355147266613758,0.009353128521834782,0.006963014979839991,0.009206943111429527,0.014193901413036033,0.02723844759817798,0.004697257089658744,0.011327010947244765,0.003977154079266637,0.006605646553724791,0.087194251001245,0.4966768449164254,0.017353582972036048,0.005564222999408678,0.010319018068542681,0.011827112894108104,0.012583333182589543,0.011598412102272453,0.005401246894431401,0.007679294651776178,0.01298193811863296,0.009219410954225042,0.0151929762191364,0.011190862179578126,0.010505702341538747,0.014106516360294703,0.01084927841546066,0.0
Ceftolozane-tazobactam_AB,0.004087748578108915,0.007288944667317976,0.0017152411806545735,0.002582507544049064,0.007705406121922168,0.007710428506921415,0.011539793484077306,0.0,0.019996796673927543,0.0,0.0,0.013758961939654677,0.008341516531035466,0.006160379881106575,0.11088362886979664,0.02255592536864682,0.12243836478676592,0.46263029054443405,0.007863244348194114,4.708011137049937e-17,6.98798341169412e-17,0.1329745959524708,0.0053676397843004705,0.016449188364922897,0.01187916957494636,0.004013433638692286,0.004889251096068192,0.007167542561985756,0.0
Ceftriaxone_AB,0.012985294004512121,0.01478849940056054,0.038914814195001646,0.012610222381807631,0.01315072557231697,0.011326025846585493,0.025524211447477775,0.0039039124031623,0.01675485158085792,0.005851633776166832,0.008021497870839011,0.018881426347550957,0.11966492272840615,0.013338732094555546,0.030445271141094698,0.01491936812948229,0.00621990943753507,0.08086933318695137,0.007111533048149881,0.00485351620568296,0.0025100845429807247,0.014696386929305166,0.33798668355301986,0.018242885454454644,0.0035468346733052722,0.007388719577721683,0.1353383185393371,0.02015438593117818,0.0
Cefuroxime_AB,0.010296281287533453,0.2704829125466187,0.02851709057484554,0.052477114868578756,0.017361583119463578,0.0073083978545651325,0.015263782626927487,0.060302070859771656,0.016917256258086454,0.0035094371271097904,0.039387699783148586,0.04702261168793232,0.08774074404992481,0.012143247759589651,0.008478595362163494,0.012425172503143967,0.00829227366792058,0.00800286449730082,0.005710810780030459,0.021835115335937953,0.022246611293602263,0.004112096747601046,0.04326148930992599,0.014500102190432978,0.012200679486297073,0.011600025302843014,0.026134147100840444,0.13246978601786402,0.0
Ciprofloxacin_AB,0.018176281824255527,0.0190955522245589,0.01678567235875167,0.007294866686890619,0.012279187351103761,0.024083643875901155,0.03641363882500683,0.00787632650467393,0.010316079082497744,0.0026338980028348825,0.014072388994396601,0.015405417699587013,0.02771783258058568,0.3612371400995175,0.07105049610889075,0.013396658957951772,0.013383387819985389,0.05516748250874874,0.011256244959926113,0.02706936821501258,0.00850402397407049,0.02054242845715234,0.012895063826303479,0.03588412385678154,0.03637317739562841,0.015494166095154051,0.014581157773065996,0.09101429394076653,0.0
Colistin_AB,0.01326244686081018,0.14374944778218257,0.011862207297889081,0.0585470438431111,0.017809593482916823,0.04511360290671425,0.01580537112239041,0.07642654914362093,0.024151217110843833,0.0,0.06265519563636707,0.03198722320230367,0.04274372942607228,0.023583842496476177,0.01628708551096266,0.017776064690783782,0.028049187002600548,0.003321273426134216,0.01591572479253124,0.027678696577722338,0.07855674248725368,0.02085844580160716,0.09848750452545854,0.01907313589230359,0.008278219217212182,0.07203005134864392,0.013468589100108667,0.012521809314979265,0.0
Doripenem_AB,0.012553222063034924,0.05340252451320873,0.010591232333783186,0.012516222507385174,0.01820828995632388,0.011823145878979016,0.017272018108404986,0.13820333209817776,0.016408682643652243,0.0,0.06075814659635312,0.025432808994489513,0.009529082441590416,0.007334248249759055,0.00015191967713765338,0.014782629104478884,0.019739631788043065,0.0,0.006558507893532331,0.10819853975236517,0.012378558769302259,0.009965922475506112,0.027047656836320332,0.008359763861200164,0.17906613884169462,0.007430287855227652,0.015236974039529382,0.19705051272052015,0.0
Ertapenem_AB,0.004353520913672632,0.0020680682229036575,0.00831933496014731,0.05745259960086384,0.004835352823452868,0.008433193696569686,0.011995536306381113,0.02624278350711675,0.010613565717910898,0.00020522454702838027,2.3717779509722645e-17,0.0050467851211898175,0.004602744928813379,0.011503847416854136,0.2776618038526059,0.05122499444088826,0.04861209518347055,0.12210882798809439,0.0030301318078157754,0.00552452514068952,0.0074026616579454,0.20584619632867607,0.0075070333171349205,0.022655375744213405,0.03905467647011946,0.03608732003402154,0.00941377898493701,0.008198021286483424,0.0
Gentamicin_AB,0.07940944069453115,0.016640668920451275,0.005747996932186124,0.003047911220709667,0.018406551537503944,0.6054955150812356,0.03299617090709395,0.0013626515540809117,0.0077903979015543435,0.003381701896675841,0.0018394225346054609,0.012623214595317025,0.01420081889534323,0.03533351513026298,0.00623167296741555,0.018432858056139007,0.018196734386468114,0.005048897439600494,0.00929782164186079,0.006662537203524558,0.005499251739656907,0.006523818010439506,0.007841077226310382,0.01141852433313799,0.005422131960484949,0.0329574838171226,0.006936694826417122,0.02125451858987043,0.0
Imipenem_AB,0.00827201813822872,0.01964383368120262,0.006163153944728377,0.003202222665344993,0.012136501467364835,0.011707237096163736,0.051642908217919406,0.005939610453410029,0.00835557849041994,3.62146977297978e-05,0.002816476621442146,0.012906886300225975,0.018249234757453082,0.013832189810849629,0.09047077740840942,0.4290986569911268,0.022586334021360552,0.04190650059137914,0.008147642775605401,0.0023536270561375127,0.015381472914260945,0.11464373129808085,0.008511101996258614,0.03256888580569939,0.0104653600013163,0.024411106490930486,0.012340657229277924,0.01221007907767339,0.0
Levofloxacin_AB,0.01590869335284005,0.02809075312765459,0.005760198352943906,0.0096908670591077,0.01501024944239693,0.015448482039934878,0.05125236655115942,0.0027835017607334925,0.011123092808340146,0.0,0.008818202407039623,0.016712888906421367,0.022777869746814533,0.017835620721411337,0.022748234350647222,0.02041688384412655,0.04296216680089929,0.03637721619274768,0.011875112767850022,0.002711164126327017,0.0029170972269459143,0.018055841601107,0.012700389358174672,0.46874307612988797,0.06580202350798169,0.024658497915078154,0.021170415315540446,0.027649094585888392,0.0
Meropenem_AB,0.04397840014861625,0.005849767049312304,0.011996448083678408,0.01282281701034005,0.007805707446485949,0.009212688812900504,0.055454882382509466,0.020270010601203592,0.018563977207075442,0.0015554966622511135,0.0026283484686755003,0.008605554539722844,0.0069747690620493704,0.009871178314620633,0.27744404015465796,0.018643945904173193,0.07019976507097361,0.1284052752727924,0.0025714391919163682,0.009188853342030755,0.025969986221496023,0.13164282695528276,0.04530814103108459,0.02042484143069139,0.005764618647961028,0.02312539304747322,0.017414146534158965,0.008306681405866104,0.0
Piperacillin-tazobactam_AB,0.02432804255709327,0.0768363920404676,0.009370382033333105,0.009030753885111369,0.02806560709209382,0.03283044283137286,0.34818054698350764,0.0073726689568099375,0.015000172161434053,0.0006194128339279214,0.03756591518505913,0.05273737710347455,0.05064935609579577,0.03054366415728186,0.012944361528822584,0.03625460820496952,0.021018926974495644,0.00695531549150437,0.015633859559174568,0.0168289619573185,0.009876151080445046,0.011367613962509002,0.015504115183004945,0.025590126693602347,0.022694222090687416,0.031662815873848144,0.029408787610488665,0.021129399872366252,0.0
Piperacillin_AB,0.021338187635917393,0.05343993344639861,0.10312264366835797,0.14617751877204502,0.05035228362298322,0.040990595787806894,0.02995375892619227,0.03509943815344331,0.029401149639925378,0.0,0.055656585465269935,0.045865839151652266,0.04668228754128578,0.03873686846721032,0.0,0.023045542684590838,0.05540687849792035,0.0,0.031409378430428785,0.0,0.03146373507675296,1.7111092320970203e-18,0.025550671211142142,0.0421398082069434,0.0,0.03073926986254328,0.06342762575118993,0.0,0.0
Tigecycline_AB,0.015359825849428056,0.03921936535285897,0.018992375395690965,0.026444592794722076,0.02039369037529397,0.02114527032771156,0.024238054433751148,0.04467723840985477,0.24366003089899171,0.0022968051945731734,0.019973033071768606,0.01394505731488619,0.02559389290217071,0.020748394861364046,0.003948257322069662,0.021623493846883043,0.024596369689904404,0.004037265585310302,0.011137515997379931,0.025535445931434614,0.03555190084796303,0.01619672946482648,0.011042344806420266,0.018768347286848532,0.10849493120150437,0.018815359675778305,0.05031596725718661,0.11324844390342433,0.0
Tobramycin_AB,0.544875331312741,0.024623350799287846,0.006730086251588078,0.002837688144983757,0.025491050253843336,0.1163171459646356,0.01710865394533163,0.0025242599770018814,0.005803692297781637,0.0010245496549571855,0.0037986802743868626,0.030188760804320813,0.017364793037006124,0.011569068585819964,0.008938161506820513,0.023289116087659965,0.01793805149448336,0.004791122093024002,0.016766811945444722,0.005770780608861426,0.0023080986531653783,0.005987515872972087,0.00895712001388006,0.010934008563128296,0.004827037343078444,0.05929557138563498,0.009945174023043417,0.00999431910511769,0.0
Trimethoprim-sulfamethoxazole_AB,0.028825543328300125,0.02678025934130363,0.05708252938324392,0.03617037412003096,0.0641356245249273,0.013463604297742038,0.037505802925526535,0.0027290688870982563,0.08538320057937084,0.0,0.0009635311054976435,0.04545217100023961,0.015978210147176854,0.01588471304052227,0.004041657868107343,0.029344816613891236,0.012745825569232956,0.0022173030851044186,0.3577080635385889,0.002089376923449018,0.0022326126834004054,0.05381435085120355,0.018796629111066998,0.014627894177565576,0.006058229819904663,0.015272758344763264,0.041220220796486656,0.009475627936255067,0.0
Trimethoprim_AB,0.030665265182242475,0.04437850643902505,0.03031618287750479,0.0,0.03314081587777433,0.04860624687131058,0.03975848217550276,0.0048786131291601725,0.03068315951216508,0.11079057298590567,0.0034273997673313077,0.2229850586238526,0.10016344977801042,0.03986570208200063,0.0,0.02491439764837076,0.06714856372031527,0.0,0.0028418481384574626,0.06754307873212363,0.004637939003259197,0.01888464108548118,0.029102347208542007,0.004817080225038846,0.012885917882129326,0.027564731054496645,0.0,0.0,0.0
