,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Organism_Code
Ceftolozane-tazobactam_AB,0.0548485479978042,0.05251094935490215,0.017116620112860303,0.022431109651851754,0.06539272768104629,0.010202268325522259,0.0,0.007177276178990621,0.006750423222819206,0.035234112382750954,0.00979449023651476,0.01868086321040413,0.0,0.008621544925706557,0.010724930295074219,0.010808104163333799,0.49387837632932446,0.020300507242146833,0.02103574657225319,0.029647194708664587,0.04470542647952908,0.007843648929926767,0.052295131998574,0.0
Ceftriaxone_AB,0.0017519244292036463,0.004879835097295823,0.26657448563136366,0.001573463706546352,0.011893254098482384,0.04402846481140464,0.008785190570603068,0.0004065214697243483,0.0005429953914734475,0.0004104767403774538,0.014856393029632453,0.006897306184099936,0.010495977859807392,0.0004830436518524619,0.10100508075490812,0.05129949423609419,0.038900260532306795,0.0006657795307200185,0.017140873316602787,0.002801870402617352,0.004181008156171449,0.3932377163630666,0.017188584035645525,0.0
Cefuroxime_AB,0.0030026064328774584,0.00762918599386829,0.020243644703521437,0.012637412748305234,0.012369443806478066,0.02301779238360195,0.008260691998168524,0.003517149364735945,0.0062072417931389595,0.007908950663429962,0.008656883460081742,0.005548750282835978,0.0014912202610723744,0.010195563470749446,0.16016381224474008,0.05828929680456514,0.02338228487012811,0.49729690464173626,0.002894493999211094,0.012495200373672775,0.004159838129599424,0.10741106999785074,0.0032205615756309884,0.0
Ciprofloxacin_AB,0.010989786049351576,0.053838192603387465,0.014101620249846715,0.01786938381270818,0.022008973253169355,0.02045012446764466,0.022701772541209184,0.028900328588132622,0.04216005118671516,0.01753788608689051,0.031594821578640325,0.014107528445401824,0.013161653607635208,0.1652807140141654,0.03164332301765912,0.02383440075622297,0.18534511577579837,0.02299102869847327,0.018739496652744957,0.031510439834279286,0.1823176529163459,0.01733260632268112,0.011583099540896875,0.0
Ertapenem_AB,0.03215183861606022,0.05716983172062185,0.007698428613732425,0.004407191018644311,0.009420642903251387,0.008937686243296042,0.02881771351124999,0.04732826822350396,0.010364358641332335,0.019974880555278147,0.019092406229191602,0.008512192680302845,0.0007366886873323365,0.007639064533264794,0.007061751623897904,0.00564231436605908,0.21737044166444067,0.006260368933075272,0.22282630719602636,0.028455807437613487,0.2174571236894477,0.02363162959168188,0.009043063320695342,0.0
Gentamicin_AB,0.010659469669561553,0.018311656182671915,0.1213500201843434,0.013092304894033124,0.012767980129454255,0.009637737710577746,0.0033996980597636277,0.012289624754248257,0.5715195167303062,0.030389863346364454,0.006907253879334142,0.00877291409273585,0.0028643071890784256,0.021909797688774338,0.034457559117889766,0.02046995994434881,0.0055912693644737145,0.007144287122697775,0.014925955088394068,0.008042362017080092,0.013721739467395331,0.04493486529787585,0.006839858068597349,0.0
Imipenem_AB,0.0274272987358087,0.03915594991719049,0.057345110716088436,0.0178129857872298,0.05344631422646893,0.015562669923546523,0.0009698155792438889,0.06331122300428971,0.00856526453420289,0.03192696629238607,0.017024919929219007,0.0256433884096426,0.0010454856614760923,0.009295978084071264,0.022986329144214952,0.021167148427157237,0.043354100835991186,0.029197232633803805,0.3013308143387318,0.014637238059661349,0.1603249058925355,0.018659098628379153,0.019809761238660597,0.0
Levofloxacin_AB,0.021983881578512176,0.0695480462862306,0.01128329695611391,0.01096531935915087,0.03206349361093201,0.022291779476859428,0.006226116371593982,0.013073286610362023,0.02555868129800279,0.05020973965611994,0.015057401056456435,0.03359895187227321,0.0,0.01473027331704042,0.025610507489637915,0.015123886148988876,0.053086036458175334,0.04162745660113725,0.015392055715984104,0.026256298882930997,0.023430967341484168,0.022364723184583116,0.4505178007274304,0.0
Meropenem_AB,0.12523044817538148,0.06348614390567986,0.011585285384706545,0.004454960578795745,0.014370310207717441,0.008319222730141173,0.03023709069203536,0.0563368062608231,0.009739443662819928,0.03191144836560539,0.005064806387576013,0.009513620292771821,0.0003723390771780906,0.005617857682344232,0.009150543550175548,0.004611477839695978,0.12827161449580568,0.005854896794310343,0.2446288194259673,0.016656762111870577,0.19473692346200489,0.010554597914891228,0.009294581001702357,0.0
Piperacillin-tazobactam_AB,0.010316855118647467,0.013285798788230354,0.06534258200550801,0.032661763754302665,0.5033365507817724,0.02064822924524867,0.03291396175263249,0.006826343281902755,0.016256106777906912,0.00957655530817094,0.008946327994830878,0.008671933951552007,0.0031754140152649617,0.022082763894741,0.05523277028624206,0.05335867961711156,0.01442356187043738,0.01182077143358928,0.00730838952541555,0.05972723924186679,0.019149049590232628,0.009540394122786936,0.015397957641606414,0.0
Tigecycline_AB,0.031081716137762318,0.027196069256772516,0.007400520261446492,0.45180863979161895,0.005025445543528452,0.0012078105640492692,0.2545080636675877,0.0011749511346471472,0.018185617069165924,0.005022630217524701,0.0016039367569886333,0.01027605115131271,0.00790193808833926,0.014848958895506897,0.001974043086449395,0.003851976532998762,0.001844736379133292,0.013818123092098917,0.019526426470580453,0.019776663305270052,0.002414646215216415,0.04809741091709421,0.051453625464907574,0.0
Tobramycin_AB,0.0036618786982811815,0.009099713792007412,0.5615031743204284,0.0196246176260524,0.033459251801644926,0.009663545734158448,0.006244146967376671,0.004680682564368991,0.06478371616836583,0.009842540865221842,0.003861014030196903,0.005210371624993042,0.0015773286482965911,0.008894614187398312,0.10083453485278117,0.10820080070893229,0.00803482224827533,0.011721101568526055,0.003624875643253116,0.00638401374936495,0.003804018167350579,0.010154899010331567,0.005134337022393982,0.0
Trimethoprim_AB,0.027819258176741926,0.03181362878509267,0.047036412375280695,0.07276344072733996,0.0425758320179882,0.02763156949172942,0.058411303159267666,0.023488750913600514,0.02426009772166937,0.09879226968806852,0.004590305054620762,0.025635575327033217,0.319299421025794,0.03521073486666265,0.05985503491525504,0.062160971483529254,0.0,0.028619158283720462,0.010036235986605658,0.0,0.0,0.0,0.0,0.0
