,Tobramycin_AB,Cefuroxime_AB,Cefotaxime_AB,Cefpodoxime_AB,Cefepime_AB,Gentamicin_AB,Piperacillin-tazobactam_AB,Doripenem_AB,Tigecycline_AB,Trimethoprim_AB,Piperacillin_AB,Aztreonam_AB,Ceftazidime_AB,Ciprofloxacin_AB,Ceftazidime-avibactam_AB,Imipenem_AB,Meropenem_AB,Ceftolozane-tazobactam_AB,Trimethoprim-sulfamethoxazole_AB,Amoxicillin-clavulanic acid_AB,Colistin_AB,Ertapenem_AB,Ceftriaxone_AB,Levofloxacin_AB,Ampicillin_AB,Amikacin_AB,Ampicillin-sulbactam_AB,Cefazolin_AB,Organism_Code
Colistin_AB,0.01783709867021121,0.07575010075938568,0.015251023165895012,0.021726607259682656,0.02947639310598634,0.047922281675231534,0.013402316127848028,0.08007559514632953,0.0449899681664183,0.0,0.05136281301051497,0.020893248610201167,0.029521797496668042,0.022659895089977133,0.01476497959951728,0.027035110410011783,0.01489413063780154,0.0006269845164087831,0.019350158505968794,0.018525033646632473,0.17806287932630024,0.01815509480504209,0.13072907349378676,0.04487999152501081,0.003979061039836597,0.03654953623714052,0.011418438102014768,0.010160389870178081,0.0
Doripenem_AB,0.020814692110282945,0.112210376040975,0.009271185389427207,0.006959713170757397,0.019029628880195902,0.012708633976228522,0.018277723329186757,0.06777409086033293,0.026143394475667835,0.0,0.05540070349483322,0.013778991864805626,0.018206598517124636,0.010079881761401597,6.734085144366698e-05,0.020519650671021607,0.016688194819504946,0.0,0.006461564755116691,0.13374339329607346,0.012118205951397785,0.0036678141279281496,0.03669278650102333,0.011020749533527729,0.1833102047419703,0.018834583298011322,0.0300117878953614,0.13620810968640007,0.0
Ertapenem_AB,0.0080649117839423,0.0071489799136596,0.014470928036500828,0.039626497251388476,0.005572298688017601,0.014521888186896464,0.006426503147918254,0.0031815538513252444,0.007282477205983537,0.0013413861883016089,0.0002589178409727609,0.012788674583139089,0.007008065016142743,0.024093442345593817,0.15352777311359844,0.24225056065644673,0.06980350153126127,0.04546991047539557,0.008642122525472943,0.014492899602192601,0.004371608739660655,0.20512609918382435,0.00533133822661889,0.023951875807642735,0.024909468549879937,0.02607822378108219,0.007839074008623236,0.01641901975851817,0.0
Gentamicin_AB,0.07128228140945278,0.030212061076719268,0.011234553152482096,0.001995961689569992,0.016937344390721927,0.5616644607958523,0.031409897201805606,0.0009773586570778414,0.017751206201284536,0.0071460786473651495,0.0016702481649873988,0.012871397833414334,0.019077789863080133,0.020427166354118242,0.005771788453850075,0.024551272212838253,0.022527758376321795,0.0017464550725207091,0.013028064525249279,0.007480929703994975,0.010231526772160387,0.011524987657687138,0.011832734698439285,0.0142406117526101,0.00903902024133127,0.03996732350083454,0.010070146559249593,0.01332957503498116,0.0
Imipenem_AB,0.01052616138026925,0.023517567056803655,0.006265782057936431,0.004177562774198229,0.013537929108414268,0.012079710596944487,0.02411061656853725,0.005151608117136807,0.008578202543711475,3.631223086252285e-05,0.0010026848227042751,0.013587167472218803,0.012945976901037257,0.02644721693659855,0.11080721040144248,0.4317334318866799,0.025419085446875773,0.04294628365553536,0.00933296760370163,0.0045486745010498795,0.004634764978550847,0.10558379936142745,0.011999784275896905,0.026417490073895735,0.008624574374093714,0.03918088928216605,0.006989905442958178,0.009816640148352858,0.0
Levofloxacin_AB,0.019295721378212075,0.0343462252280517,0.008374595792504266,0.00825300722629021,0.018553946470022897,0.018611802737453956,0.05906924244972503,0.005583606785243271,0.01349651294870541,0.0,0.011826474949902029,0.014538059779410788,0.013743383158121968,0.035321281915594964,0.019180529592691294,0.028585749939407566,0.0421468889663863,0.0248961508524278,0.01044624151687895,0.0022727658728253627,0.003851681361540219,0.021197693806732233,0.02353619476251711,0.43360237587988204,0.05488372095737522,0.02590164420224657,0.02659360395530949,0.021890897514541326,0.0
Meropenem_AB,0.0784550470416758,0.005705212097554281,0.011824876495320866,0.011146033475986531,0.01003047843797713,0.005877821649396275,0.050528638192014225,0.010289756068970932,0.016930674428478752,0.0007647667996011685,0.0013318071292256826,0.016347515552853742,0.007657619343463188,0.009577339780834592,0.27436721888185966,0.018825922934536846,0.1553307887881654,0.07880475104423527,0.0035848058608797663,0.009977325126738464,0.02460800254042445,0.10080151385723392,0.03614277794056138,0.010983503775611827,0.008802582573239508,0.015997829749521464,0.013663831090138493,0.011641559343500377,0.0
Piperacillin-tazobactam_AB,0.055751371539196765,0.07269216762292038,0.014077733479821605,0.011637670511991834,0.023628748373590594,0.031278940239521005,0.38064832948075633,0.008351493889630371,0.010470389988645013,0.0009027845254991052,0.012581366422646923,0.02438473797900214,0.056159606868620524,0.04789884301669893,0.005392331730180945,0.027891102395653886,0.021627593921237823,0.002725417597037848,0.013734902860358717,0.023109740053515994,0.004466170743877248,0.00914892786214655,0.01886219548111179,0.02613290777695566,0.025770982853227015,0.029480752541822308,0.028468923814725412,0.01272386642960718,0.0
Piperacillin_AB,0.02369985919375351,0.027801057265355845,0.05914084632518633,0.011431116124143856,0.05046120592343932,0.07523650283893012,0.020252943121592926,0.030119876029443486,0.04492499822962551,0.0,0.10682382722506131,0.03548365441380145,0.0818935641630109,0.016591376958995548,0.0,0.03215485779543757,0.017860579336098067,0.0,0.11111309398033536,0.0,0.05075016396844877,2.5608925177649098e-17,0.0204620223319203,0.01562900732961951,0.0,0.13039924346673942,0.03777020397906087,0.0,0.0
Tigecycline_AB,0.038417145562381225,0.12871163187611587,0.030495279945365703,0.06373447386800893,0.018241630624457446,0.04007880214917005,0.02210629175713917,0.0413017257233812,0.10079604706641665,0.009577981387083767,0.014976821158134042,0.014352118935795804,0.030121099850408593,0.029810723641209923,0.010044984109869832,0.024936430983794684,0.031513674982973944,0.006198877213573115,0.027701965813055895,0.03104518543120775,0.07016961158772053,0.015354147079080737,0.013683005281534091,0.021133960679921106,0.06923175205456664,0.01978886220866631,0.04923447845376644,0.027241290575200635,0.0
Tobramycin_AB,0.5811775622369967,0.011958586174542565,0.006017547049962999,0.0025371896632765383,0.021731581882969662,0.11022797764945061,0.0270429392429319,0.00265719256466053,0.009932573493195576,0.0032789803005328615,0.0017561696628431234,0.020552968278784296,0.024486125185739338,0.01378052739629176,0.0011842614786974782,0.019396323689492078,0.015890184403492873,0.000911541647274558,0.009137665782659057,0.002199413562439686,0.0024746357629184907,0.005135385085690156,0.007205596248729285,0.009119094515702527,0.004961959737824087,0.06432780249832093,0.01091999340556639,0.009998221399014058,0.0
Trimethoprim-sulfamethoxazole_AB,0.0435917343671212,0.01887533437802643,0.014521430870091528,0.07612239294846468,0.06632203828491916,0.019933293267661446,0.018403601139516643,0.009515459825257592,0.04686090616518031,0.0,0.0006754828491377579,0.058026460523795696,0.012260657625011648,0.021195525546719066,0.013493482584723547,0.027805513220961642,0.012901164576586556,0.007309244903380804,0.37469255034009324,0.006057537860942555,0.013429038149231676,0.027705568478622877,0.013303074329623837,0.020667956078367147,0.00884152814479135,0.024529736727306725,0.019158188821903753,0.02380109799256135,0.0
Trimethoprim_AB,0.04750891096703992,0.021749986013791765,0.020540223426113165,0.0,0.020540189497390757,0.04648414100219028,0.030066705765139555,0.0,0.027671515155353023,0.17657542874956073,0.0,0.033153725355546726,0.02964764812124786,0.027015034343468827,0.0,0.038614724884402166,0.09218243498283113,0.0,0.0,0.09291636417799996,0.0,0.03113159984999358,0.03728644540555069,0.0,0.18254852772608782,0.04436639457629211,0.0,0.0,0.0
