,Trimethoprim-sulfamethoxazole_AB,Ceftriaxone_AB,Gentamicin_AB,Ampicillin_AB,Ciprofloxacin_AB,Amoxicillin-clavulanic acid_AB,Cefepime_AB,Meropenem_AB,Amikacin_AB,Tigecycline_AB,Ceftazidime_AB,Levofloxacin_AB,Piperacillin-tazobactam_AB,Cefazolin_AB,Tobramycin_AB,Cefuroxime_AB,Ertapenem_AB,Ticarcillin-clavulanic acid_AB,Aztreonam_AB,Ampicillin-sulbactam_AB,Moxifloxacin_AB,Nitrofurantoin_AB,Cefotaxime_AB,Trimethoprim_AB,Norfloxacin_AB,Organism_Code
Cefuroxime_AB,0.0030713112946414577,0.0032905659862929775,0.00143462770137901,0.0032623364703329334,0.026446637292004797,7.401486830834372e-19,0.009392262004650771,0.0003277886649088884,0.16924485060884026,0.015829003174542833,0.0076133069744165885,0.0,0.008216613741510548,0.17641318131377134,0.002135525311536759,0.05885862820648569,0.07267831575190117,0.0067159229197998995,0.14464524665301592,0.0024248734206424464,0.044383904342123706,0.0,0.24361509816720203,4.440892098500626e-19,0.0,0.0
Ciprofloxacin_AB,0.005121951773250917,0.0049781415171505266,0.013965155454645672,0.004521707662271949,0.7361591351814387,0.026079911940383886,0.004185450371807441,0.013315908572618461,0.04901923830959762,0.0009018649789071108,0.03227319140253744,0.017947828315191625,0.020922495911675415,0.0026308968399570976,0.0059405954263720495,0.0014134774362255145,0.006894607878102924,0.0004844012390320115,0.0022745345249856413,0.0011656958276534336,0.00038363984827336487,0.005844847601712064,0.04180510709657346,0.0010175632652995026,0.0007526516243361976,0.0
Ertapenem_AB,0.01584688394543201,0.11728187957081486,0.015043287312464465,0.0046317667679132086,0.019426072047518755,0.04316575989613079,0.018233108640488813,0.04492649623833023,0.03626418761496442,0.11210415668918125,0.03486478386489586,0.021984956670373736,0.07475094545470867,0.09197010565384234,0.046481700275057755,0.015074045415690063,0.2285953962256138,0.010430616201934279,0.0023047909933514086,0.006694292575672714,0.006646553044456107,0.021981660553642944,0.011192434354563817,0.00010411999295776439,0.0,0.0
Gentamicin_AB,0.0018438621694898687,0.002118838581415,0.6793540848280668,0.0030898173390177175,0.06764793122395726,0.09719884792347633,0.0071321969949997305,0.0013300168822160687,0.016234729488604126,0.0011555132088979893,0.048219327582789906,0.005888015418950662,0.017740971657191407,0.0052995820692646085,0.010810097412872388,0.0013218998534474525,0.008791465149851949,5.280931368824883e-05,0.002803153136255832,0.008285770629425596,0.0018657265771344464,0.002796464189899272,0.008792917521176082,5.127066530450794e-06,0.0002208337813808496,0.0
Levofloxacin_AB,0.03996405620746475,0.05184334079404135,0.013243674369452074,0.01744405431476859,0.2058208027023747,0.038802051071348265,0.029714101619571276,0.01915088260125712,0.041085155131161885,0.0005118761628586856,0.05463838467856123,0.2612435695306835,0.027189672623442754,0.06747460903055706,0.04302968662900433,0.0,0.030403603596887513,0.0,0.0014219734916045002,0.007283351823632479,0.0,0.0487840438356489,0.0009511097856789669,0.0,0.0,0.0
Meropenem_AB,0.027820236707416148,0.00614516594190213,0.0005261484266071166,0.13763546273180727,0.011691089284774352,0.00652147237216069,0.02091918444005178,0.2146304045342403,0.01321836437315907,0.005171625381088752,0.02789582410418623,0.2840573998558913,0.021914560436734495,0.007610627035111732,0.10910734857953981,8.902807409805869e-05,0.09308695051978233,5.5009640412489946e-05,0.0001436719067493678,0.0015814667978683475,4.0002462181246484e-10,0.009696000744914952,0.0004165491236115881,6.640858786679855e-05,3.6158858468971017e-16,0.0
Moxifloxacin_AB,0.050282658886537046,0.002625751456234354,0.00571031420740788,0.0859539602080373,0.14235483902374135,0.005208941691058965,0.005741227940873183,0.0,0.004210932161393554,0.31991845856282475,0.020979913768888997,0.002884402335520811,0.024284736613710455,0.004656757449375226,0.006547095937283355,0.14002665218485041,0.03346561777145279,0.005281555019985604,0.003457977301035652,0.022228405955770143,0.08057979745327973,0.00622632041126496,0.011466457907632937,0.008583027162650064,0.0073241985891905025,0.0
Nitrofurantoin_AB,0.0265813692634746,0.010570911231623488,0.009703343331337808,0.011873783439117838,0.0415110300580845,0.06960320412856971,0.04735111850324706,0.02830543384202411,0.048783690704405275,0.02050447848243161,0.017125335493972826,0.264093632353951,0.025073709684634377,0.07841634704674985,0.04134121466975091,0.0,0.16879930800410256,0.0,0.0,0.013115064856312832,0.0,0.05403632847619059,0.023210696430018836,1.12019913684953e-16,1.3568198884874276e-16,0.0
Norfloxacin_AB,0.05215585141680426,0.09395503905600815,0.02545153851671445,0.03359730715215775,0.07793210968155821,0.0,0.03684900740824282,0.017910516742461184,0.019240090226253483,0.0,0.1411612267939146,0.0,0.0,0.0,0.1324649850491344,0.0,0.0,0.0,0.0,0.0,0.0,0.01234580329521014,0.0,0.03691008366305189,0.3200264409984886,0.0
Piperacillin-tazobactam_AB,0.008277754485117606,0.031201104781949485,0.01670458957425614,0.004497603633748563,0.026498512548445048,0.3950422427755502,0.016774810023088414,0.0013612378494324729,0.020341910836883297,0.0005075965508953476,0.028018718213515183,0.009663896249614334,0.29406592876951404,0.006576356128929447,0.04462869174508252,0.0005871709883780332,0.028610819690266177,0.00046155558865089636,0.008395707616024223,0.0029023765740599093,0.0001158070007460793,0.003983393785896094,0.05077716376794335,5.050822013210252e-06,0.0,0.0
Ticarcillin-clavulanic acid_AB,0.022543605290335375,0.027689480921193985,0.004313371411136065,0.0707283359637623,0.043067657627920655,0.0,0.0485751027502109,0.0046117838616235385,0.0,0.03557953897985287,0.02802983457202858,0.0,0.029434283462830085,0.1133878652991188,0.035943701942720084,0.039504287965054306,0.11070962034474323,0.10042910196000768,0.05182516361889796,0.2336272640285636,0.0,0.0,0.0,0.0,0.0,0.0
Tigecycline_AB,0.0037312595936235212,0.012988325570600496,0.00875005826677492,0.014325011950402004,0.022657126568217695,0.00024507866397481114,0.048653315191515625,0.001081085240971638,0.17821333289274782,0.01838516083793254,0.00846899311606505,0.010172124653183949,0.009267708519894356,0.09553556574705907,0.009487814665737372,0.04811889875339803,0.01365761945459935,0.015010172140908981,0.04808896376038167,0.014251943103705585,0.2750213956475057,0.0121197659570641,0.131476226980388,0.00029305272334771216,0.0,0.0
Tobramycin_AB,0.0029759579687490077,0.0039564304974228515,0.055706008496108045,0.002103040584347702,0.0074733372132625075,0.04899818157609437,0.015393913458832469,0.012217193298156334,0.016039405329537723,0.01208069466375146,0.0038191501326397224,0.07452626296035059,0.10017462790707662,0.0251686318935455,0.4371994222053041,0.01985836818683643,0.09218902069116336,0.016675353217047433,0.018796636025009767,0.0191464985508948,0.0,0.005188225219540916,1.5210096255886039e-05,0.0004033080427768065,0.009895121785295509,0.0
Trimethoprim-sulfamethoxazole_AB,0.3531548044470785,0.11961381804256277,0.038667044454254965,0.037207456338857664,0.18415878573254424,0.013405858066596162,0.007988113430233108,0.00680523830905746,0.0026829637933064956,0.004670230626227616,0.005861367845072239,0.013989828218692688,0.0028311486786066725,0.01151951990702857,0.009799256275401657,0.011828363055380542,0.010052463355901636,0.030243325112382823,0.015583422670746735,0.00323895910971921,1.5908704104732463e-05,0.08759923062643882,8.230749920660463e-05,0.009589068820659201,0.01941151687993895,0.0
Trimethoprim_AB,0.24159575245145443,0.02825911576739552,0.029548782565084218,0.03521907541360389,0.03475148937510414,5.355143448552456e-05,0.014167325111850504,0.0026667262324370227,0.007301473144103625,0.0,0.03031494214230366,0.0,0.0,0.0,0.03837132380798298,6.671486304245208e-08,1.8837515352523588e-05,0.0,4.29831973535726e-07,0.0,0.0,0.021355646598560228,6.915627746484609e-05,0.4888327683586881,0.027473537257292173,0.0
