,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Meropenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Ampicillin_AB,Amoxicillin-clavulanic acid_AB,Ertapenem_AB,Cefotaxime_AB,Tigecycline_AB,Trimethoprim_AB,Ceftolozane-tazobactam_AB,Ceftazidime-avibactam_AB,Organism_Code
Ceftolozane-tazobactam_AB,0.025196153052554883,0.04397207911574913,0.02577612589181721,0.026157603753409597,0.07753081436683401,0.034711398577582236,0.016881126867388345,0.05029872404059875,0.018055785300281416,0.026895030075182548,0.02336453300173221,0.0229701643273899,0.014486999727103999,0.05369169717210706,0.023331186911782473,0.009350013008288798,0.012277661277929282,0.0,0.22779942764210825,0.027114023950913398,0.013420899454080697,0.0,0.18932572467297265,0.03739282781219306,0.0
Ceftriaxone_AB,0.019452568001977193,0.05242025452428668,0.0508699611962081,0.22075545998541046,0.0943340044165684,0.10508166622450857,0.05684164844410289,0.013543063850525318,0.025639096005592464,0.0392019126689898,0.010590761892773994,0.04315988849629535,0.009936979544211594,0.01795756128931767,0.016419588278597852,0.015524292545238672,0.0044925872541172925,0.004195977228545304,0.02505722847911603,0.041131715903408195,0.007415300947207786,0.0011339497503147478,0.07478177804796995,0.05006275502471566,0.0
Cefuroxime_AB,0.007527916566248351,0.3584397120182043,0.021411073051691702,0.11374926555528733,0.06371537666009211,0.01481917383801342,0.010401994089414588,0.01689070442859074,0.21313058023507261,0.007578608648656055,0.008213490501118158,0.004412626550884759,0.009945607614981429,0.01491961074498157,0.013164417697957106,0.010541673764692424,0.003949655079391186,0.004896567559681774,0.024116965990420295,0.036665190829364536,0.004060377665088194,0.0068216829985482536,0.016869911448966345,0.013757816462652788,0.0
Ciprofloxacin_AB,0.021823799661754337,0.028665398974450345,0.3163057741812466,0.029841408308958654,0.036547982701949366,0.1479492169032469,0.03452777036496363,0.02622755440829211,0.012276094007167435,0.016465240021644408,0.017851962218538745,0.012451648043765546,0.016464374857344064,0.018614463423504368,0.016269332402668327,0.022903967209591203,0.006837347484911461,0.02708601164047844,0.017208790621369645,0.011423377629170797,0.01833647001922835,0.00640472963393929,0.07062162708754403,0.06689565819427194,0.0
Ertapenem_AB,0.00823007586971099,0.006290958219906627,0.01582723662506173,0.021024748068706033,0.01637078034472437,0.0297661716718913,0.009201548699176058,0.017377099661174244,0.00723231546526479,0.009216393586549706,0.010575026570483195,0.23715681210948664,0.011060870114750859,0.01805398005423968,0.00826545242713893,0.01162143416603877,0.06108684426161047,0.018953841384223506,0.014645195686115184,0.008183812759972818,0.005390898838901351,0.0009384789199746088,0.2495125952064301,0.2040174292884681,0.0
Gentamicin_AB,0.11053841636582702,0.008248179028402617,0.014700225527356225,0.02926464635442908,0.01634473133311892,0.01084881140893586,0.011695934537197077,0.009638481509688452,0.01896819870498804,0.03887855646446733,0.5845228821133166,0.02398587994682925,0.014471801450024906,0.033725695854178596,0.02429047625640047,0.015675951730020746,0.004178911127089593,0.0014294107810419437,0.010739581917746762,0.004585913232304104,0.002429454959548218,0.0028950044395280186,0.0038473586801957907,0.004095496277364449,0.0
Imipenem_AB,0.03144711863703276,0.00791043403350684,0.016013431391676075,0.021033198354371826,0.02486193684932605,0.010025835340333824,0.013419366064109045,0.052075322623330596,0.02516641716491389,0.041739575237526305,0.02907036795703815,0.26437837047184026,0.026209223808922905,0.036387796773938705,0.022777348548285153,0.012007828222623966,0.012238730187899543,0.0,0.05743141514521152,0.009574763336096349,0.035363911431011204,4.443293928974953e-05,0.08518130184380072,0.16564187363791455,0.0
Levofloxacin_AB,0.025511929549583645,0.018319932864077404,0.029773260032416177,0.02761384286406174,0.03363611149559634,0.026215845470449042,0.022547142991239274,0.41623563898702154,0.023165841302208452,0.0200152357570711,0.017593412761850044,0.03424139569105645,0.09609042723754727,0.04945406289587265,0.026944719436960904,0.00871353017473322,0.0101937450835842,0.004383781613691025,0.020944921448172497,0.01472871784872782,0.021221153713227976,0.0,0.026738602365154955,0.02571674841569642,0.0
Meropenem_AB,0.010940628119965167,0.0030622277888624387,0.006352685906643519,0.009583881620295368,0.015404138123538764,0.0034311303767619967,0.006027493935867564,0.008130634256575474,0.008813259914671301,0.01162426251464908,0.01000121520010503,0.033062650273867594,0.02302707169545032,0.022249600198385244,0.007151894385899143,0.0066273474168893,0.03924126277068493,0.016484344401983837,0.21229365807608708,0.021441106069205292,0.04806102684008262,0.0011310018471428391,0.18895506533119702,0.2869024129351889,0.0
Piperacillin-tazobactam_AB,0.047537603311709586,0.025750318401376898,0.02863292598482408,0.026114752876577753,0.11211183821493442,0.03220016836692117,0.01981105975739072,0.02988425991922268,0.0720108874569712,0.36200082506293385,0.04076091855475518,0.03750214876586218,0.021196360226963366,0.02615922890309738,0.028199117174692912,0.016758211627302122,0.007768665834241078,0.003387262108146885,0.011336290187136954,0.00956006226038156,0.005894456706680716,0.0009204259381342633,0.02661970826088297,0.007882504098860096,0.0
Tigecycline_AB,0.05427553270898005,0.0009050214976337745,0.019870626994631834,0.05607756178238203,0.009682495388601045,0.034704193290698404,0.002833569189971882,0.061989279848565615,0.0031124185100661703,0.03936423386515696,0.004430135773761989,0.017267689867532895,0.0718976905089915,0.011402647327546356,0.010378477844324828,0.05360341488586936,0.0009312118871906491,0.2702300722704303,0.028665863045612,0.0006352338247038431,0.10533933619864208,0.13655386314169,0.0032066477483599933,0.002642782598656502,0.0
Tobramycin_AB,0.546486157434436,0.009687251382718608,0.008127164991136547,0.022179397984960852,0.029987665840609523,0.007415278688158019,0.0094224426711756,0.009537029729122466,0.028168964816926115,0.07689426116050746,0.11395440452937808,0.027645193384605818,0.014964064004539687,0.02954730384575332,0.022950807115410234,0.012064130234427057,0.004184287912225982,0.003198474562077034,0.00868822511472701,0.004999199973415408,0.0027293946908263375,0.0022244478663057286,0.0031257489141859602,0.001818703152371319,0.0
Trimethoprim-sulfamethoxazole_AB,0.03594532830136885,0.01930853608693668,0.019881887013695917,0.04781098938416249,0.013412308315522557,0.059927922973096986,0.020667616701686098,0.01844419997717814,0.020695172018856248,0.033857417812244384,0.019402221213470454,0.023954957920714108,0.01481614527073202,0.028665007253154247,0.045190126823514906,0.3133760777756276,0.01216824380526704,5.217272518967158e-05,0.14162552630586145,0.06588599198624703,0.030832580652912563,0.0,0.007549889977764782,0.006529679704795509,0.0
Trimethoprim_AB,0.05344119522392761,0.020809791018486012,0.02422447930712724,0.0,0.08364364250905844,0.0,0.0,0.0,0.016221571701609268,0.028860958330113175,0.05364723342878737,0.00600787285511362,0.3931455576195924,0.1611660618297982,0.01335853817662723,0.0013311412514750282,0.014039358920132467,0.05828324476397823,0.009936857517370352,0.033745641895749245,0.018173322997880232,0.009963530653173958,0.0,0.0,0.0
