,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Trimethoprim-sulfamethoxazole_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Organism_Code
Ceftolozane-tazobactam_AB,0.05571577508851121,0.12813030694891425,0.04703974111576584,0.011851339632211893,0.01780273072620202,0.004562165216641137,0.0,0.009074568377357602,0.009049743003396341,0.009525484824924133,0.02448649948220939,0.014702645537437099,0.0,0.006540512341104297,0.012760618313284839,0.005443810399969569,0.010006280509219496,0.37304637129372664,0.03274418967720327,0.06830222317485346,0.030853715819608576,0.05494633302704641,0.015263212399682681,0.05815173309072968,0.0
Ceftriaxone_AB,0.0050884835038804265,0.04801443679565402,0.033745157871551246,0.009840593683652678,0.018427399590012786,0.03498407247055842,0.0013369601441859127,0.003132387629361512,0.009791371836616892,0.022774022725124157,0.12709061837295238,0.019663320962728388,0.00028295289794529125,0.005855921432964302,0.011229244186447686,0.20243949172301284,0.04478777858950285,0.08322383983085319,0.03724811948114227,0.02907711550490886,0.030179694252711234,0.031727457409981605,0.18416365416906366,0.005895904935187445,0.0
Cefuroxime_AB,0.012019838413266658,0.008190033070921272,0.0189720731924972,0.00610308708396121,0.012965033270150618,0.034355106582808353,0.005347254858453644,0.0043513225390460625,0.006459818120757098,0.008728105902847963,0.013990817296298745,0.007593245685321578,0.0022195913666699448,0.006833006504484833,0.011343892238571414,0.13036278345637975,0.11010917446143598,0.018649810926588416,0.3942797906719595,0.0054991013146729025,0.02061422455502416,0.014378129059746187,0.13900678908358177,0.0076279703445547836,0.0
Ciprofloxacin_AB,0.015623452437585426,0.01793104494817258,0.027064294355713767,0.011263772347303858,0.03476706488990467,0.004136719647032947,0.029189405624236654,0.022691858225872504,0.033409456946669996,0.03608593196806419,0.0388243090951388,0.02243908742598811,0.013239612315089112,0.024451894538159775,0.23026719456233583,0.017482011420956657,0.011205096696153397,0.06969729431261543,0.03135955292609585,0.01842400544104117,0.14135854612343055,0.07104666659142686,0.05702239175086282,0.02101933541014913,0.0
Ertapenem_AB,0.026395848154758227,0.028115819722358146,0.0057680370744765015,0.003212714450670961,0.012081658115429071,0.012815915109243597,0.025507599913281526,0.05692300128317272,0.008888966710851438,0.02350687871105094,0.015126544424465236,0.0062717622984211005,0.0011608369365426244,0.009580735681647806,0.012373727671488623,0.01665427503061586,0.0074369804596241176,0.19281000944000146,0.008581425702371272,0.2751276935724604,0.02772011776334878,0.17606798769376963,0.027917792225919905,0.019953671854029936,0.0
Gentamicin_AB,0.018904439034143062,0.011048070918129795,0.09784373298582763,0.005226289058322944,0.026328030133348022,0.006088067956648645,0.0025692618588338077,0.006694519386201596,0.5816885949196885,0.030013111784143898,0.012558247262974703,0.013878629388276845,0.004746382004287106,0.014489168167222795,0.029202021895009117,0.01544887933835924,0.013339815538136783,0.0032090976776616813,0.015065879300602214,0.02238345952391243,0.008541694857658716,0.0056950824097267965,0.03685913955062549,0.01817838505025829,0.0
Imipenem_AB,0.029223889371129113,0.1327459040383017,0.010866486678835937,0.02330592377877458,0.03381193466419549,0.012749772664561796,0.0001814726523836213,0.026379958357752385,0.011324722477258312,0.026036287004749047,0.00794735075781806,0.015092649078418088,0.00021651447667579167,0.00887751558720081,0.011434314715770041,0.019775967807865766,0.011064151252164194,0.10880006465148309,0.011139693891121134,0.32645209716829116,0.010495377613213112,0.10603950006818415,0.018832974313103483,0.037205476930749284,0.0
Levofloxacin_AB,0.07510154701977104,0.02526559631693947,0.019318597187064183,0.009908911685017615,0.022435244491896822,0.01267366396400883,0.0031069999056911966,0.013214189752718982,0.01935470130128262,0.04822706937672168,0.02181467075297095,0.021934433499411092,0.0,0.012690894060791004,0.01722375339199024,0.03546154474984215,0.01747846923568727,0.032093617912746855,0.024194345961149714,0.028163741964611466,0.02496861176145848,0.0319975697045745,0.016421743807496905,0.46695008219615697,0.0
Meropenem_AB,0.02902979801927839,0.2503381441339787,0.006189660917628993,0.0368546045838767,0.009207104306065465,0.015940789671676482,0.018793484356487776,0.048004093344687374,0.007496044889785775,0.024676437633193302,0.007963042242983292,0.007247609687248651,0.0015633917920516776,0.009200196337138929,0.006360931679383662,0.01716098233430098,0.007676780192774338,0.2292224605265178,0.0033039917215078388,0.025172311938158262,0.004154416902402274,0.2123829542643278,0.011532091231196124,0.010528677293349433,0.0
Piperacillin-tazobactam_AB,0.02490724101316523,0.010481054232229135,0.042776496137690696,0.009967125387818836,0.40859584684547734,0.012598805620034535,0.00969039709214635,0.013078633835105826,0.03514140185869008,0.037934106984616474,0.018067210218876716,0.029587393480591372,0.0028455261441150733,0.022233954108668758,0.11196521551590224,0.027129485158350244,0.039109661254275105,0.009441175162019502,0.017828931347280787,0.03602118431923218,0.02929559912209952,0.010642244777886032,0.017478345396256992,0.02318296498747112,0.0
Tigecycline_AB,0.019170817975005236,0.017977423275702623,0.028480763638376913,0.3863732907305846,0.016717263655275108,0.0027838526778049284,0.18241419542432924,0.0012388642221124345,0.011006355771776399,0.01258632234196758,0.0028361338115187613,0.023652013285778557,0.01869401823949178,0.0070964176491793585,0.007862601174767888,0.0042328651959007355,0.0064137497647351605,0.002360356958639156,0.003358569809980266,0.03792520806086777,0.0391545591400681,0.003306053739992836,0.07892216247403216,0.0854361409821125,0.0
Tobramycin_AB,0.011000887205600694,0.00861171335922311,0.5654074833178546,0.007379099875848908,0.037692407107220396,0.006350858813031272,0.004046870064657662,0.004373050238362059,0.12365544185243128,0.027872992071975577,0.01206947700160964,0.03073466648194873,0.0007851677359573911,0.010395952132806242,0.012690392420786269,0.01305516897567974,0.040794190861290575,0.0051437298234677,0.020863964928762448,0.018689154639687042,0.0076035987949514515,0.0035631811163514826,0.01622033769018042,0.011000213490315294,0.0
Trimethoprim-sulfamethoxazole_AB,0.012903680065453631,0.18313899789147425,0.037722747258042685,0.037350753992481736,0.01946305997960642,0.07275363359715767,0.00016544888908978357,0.006773513229513703,0.015017268074652597,0.019501312110852594,0.010092413246721686,0.027516608542534186,0.0,0.3507056583605309,0.02873897127447712,0.02252872727909754,0.03527113335544954,0.006863926307774011,0.0227341913803563,0.023402929953540434,0.02767364515942103,0.00532811537495133,0.019711206528293057,0.01464205814852775,0.0
Trimethoprim_AB,0.01433666731654432,0.026543200071476297,0.011496373053059781,0.049340449046570874,0.012883482730286758,0.0325902537478624,0.1025761550870344,0.019257463231849847,0.02180935198287414,0.01718674549639829,0.010961016560158831,0.018380079520334512,0.5238813825024711,0.0,0.05816744877184822,0.022572859751288435,0.017714070945714654,0.0,0.03167993992446303,0.008623060259764012,0.0,0.0,0.0,0.0,0.0
